customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
CUST02737,Female,0,Yes,Yes,68,No,Yes,No,Yes,Yes,Yes,Yes,No internet service,No,One year,Yes,Bank transfer,70.07,4764.76,No
CUST02738,Female,1,No,Yes,64,No,No phone service,No,Yes,No,No internet service,No internet service,No,Yes,One year,No,Credit card,24.79,1586.56,No
CUST02739,Female,1,No,No,1,Yes,No,DSL,Yes,No,No,No internet service,No internet service,Yes,Month-to-month,Yes,Bank transfer,113.47,113.47,Yes
CUST02740,Female,1,No,Yes,26,Yes,No,Fiber optic,No internet service,No internet service,No internet service,Yes,No internet service,No,Month-to-month,No,Mailed check,31.19,810.94,No
CUST02741,Female,0,No,Yes,11,No,No phone service,DSL,No,Yes,No,Yes,No internet service,No,Month-to-month,Yes,Credit card,90.42,994.62,Yes
CUST02742,Male,0,Yes,No,2,Yes,No phone service,Fiber optic,No internet service,Yes,No,Yes,No,No,Two year,No,Electronic check,43.8,87.6,Yes
CUST02743,Male,0,Yes,No,40,Yes,No phone service,DSL,No internet service,No internet service,No internet service,No internet service,No internet service,No,Month-to-month,No,Mailed check,110.1,4404.0,No
CUST02744,Male,0,Yes,No,4,Yes,No phone service,DSL,No,No internet service,No,No,No,Yes,Two year,Yes,Electronic check,40.05,160.2,No
CUST02745,Female,0,No,No,37,Yes,Yes,No,No,Yes,No,No,No internet service,No internet service,Two year,No,Mailed check,34.01,1258.37,Yes
CUST02746,Male,0,No,Yes,61,No,No phone service,Fiber optic,Yes,Yes,No,No internet service,No internet service,No,Month-to-month,No,Bank transfer,63.87,3896.07,No
CUST02747,Male,0,No,Yes,5,Yes,Yes,Fiber optic,No,No internet service,Yes,No internet service,No,No internet service,Two year,Yes,Electronic check,69.67,348.35,No
CUST02748,Female,0,Yes,Yes,15,Yes,No,DSL,No internet service,Yes,Yes,Yes,Yes,No internet service,Two year,Yes,Bank transfer,101.89,1528.35,No
CUST02749,Female,0,Yes,No,67,No,Yes,No,Yes,Yes,Yes,Yes,No,No,Month-to-month,No,Bank transfer,96.24,6448.08,No
CUST02750,Female,0,No,Yes,26,Yes,No phone service,DSL,No internet service,Yes,Yes,Yes,Yes,No,Month-to-month,No,Electronic check,52.83,1373.58,No
CUST02751,Male,0,Yes,Yes,6,Yes,Yes,DSL,No,No internet service,No internet service,No,No,Yes,Month-to-month,Yes,Credit card,58.49,350.94,Yes
CUST02752,Male,0,Yes,No,44,No,No,Fiber optic,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,77.67,3417.48,No
CUST02753,Female,0,Yes,Yes,58,Yes,No phone service,DSL,No internet service,No,No internet service,No internet service,No,No,One year,No,Mailed check,75.16,4359.28,Yes
CUST02754,Female,0,Yes,Yes,46,No,No,No,Yes,No,Yes,No,Yes,No,One year,No,Electronic check,106.2,4885.2,No
CUST02755,Male,0,No,No,42,No,No,DSL,Yes,Yes,No internet service,Yes,No internet service,Yes,One year,No,Mailed check,67.25,2824.5,No
CUST02756,Male,0,Yes,Yes,48,No,No phone service,No,No internet service,Yes,Yes,Yes,No,No,Month-to-month,No,Electronic check,109.35,5248.8,Yes
CUST02757,Female,0,No,No,27,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No internet service,One year,No,Bank transfer,40.51,1093.77,No
CUST02758,Female,1,Yes,No,20,Yes,No,Fiber optic,Yes,No,No,Yes,No internet service,No,Month-to-month,Yes,Electronic check,106.76,2135.2,No
CUST02759,Male,0,No,Yes,70,No,No phone service,DSL,No internet service,No,No,No,Yes,No,One year,Yes,Credit card,50.43,3530.1,No
CUST02760,Female,0,No,Yes,35,No,No,No,Yes,Yes,Yes,Yes,No,Yes,Two year,Yes,Electronic check,98.93,3462.55,No
CUST02761,Male,1,Yes,Yes,48,No,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No internet service,Month-to-month,No,Mailed check,76.54,3673.92,No
CUST02762,Male,0,No,No,67,Yes,No,No,No,No,No,No,No,No internet service,One year,Yes,Mailed check,107.56,7206.52,No
CUST02763,Male,1,No,No,68,Yes,No,Fiber optic,No internet service,No internet service,No,Yes,No,No internet service,One year,Yes,Credit card,43.13,2932.84,Yes
CUST02764,Male,1,Yes,Yes,52,No,No,Fiber optic,No internet service,No,No,No,No,No,Month-to-month,No,Credit card,90.15,4687.8,No
CUST02765,Female,0,No,Yes,68,Yes,No,No,No internet service,No internet service,No internet service,Yes,Yes,No,Two year,Yes,Bank transfer,104.9,7133.2,Yes
CUST02766,Female,1,Yes,No,4,Yes,Yes,No,No internet service,No internet service,No,No internet service,No internet service,No,One year,Yes,Credit card,97.67,390.68,Yes
CUST02767,Male,0,No,Yes,39,No,No phone service,No,No internet service,Yes,Yes,Yes,No,No internet service,Month-to-month,Yes,Electronic check,76.6,2987.4,Yes
CUST02768,Male,0,Yes,Yes,21,Yes,No,Fiber optic,Yes,No internet service,No,No internet service,No internet service,No internet service,One year,Yes,Mailed check,87.54,1838.34,No
CUST02769,Male,0,Yes,No,66,Yes,Yes,No,Yes,No internet service,No,No,No,No internet service,Two year,No,Credit card,39.65,2616.9,No
CUST02770,Male,0,Yes,Yes,16,No,No,DSL,Yes,No,No internet service,Yes,No,No internet service,Month-to-month,No,Credit card,41.65,666.4,No
CUST02771,Male,1,Yes,Yes,7,Yes,No,No,Yes,No,No internet service,Yes,Yes,No,One year,No,Electronic check,46.73,327.11,Yes
CUST02772,Female,0,Yes,Yes,9,Yes,No,Fiber optic,No,No internet service,No internet service,Yes,No internet service,Yes,One year,Yes,Bank transfer,102.8,925.2,Yes
CUST02773,Female,0,No,Yes,17,Yes,Yes,No,No,No,No,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,36.74,624.58,No
CUST02774,Female,0,No,No,12,No,No,No,No internet service,No,Yes,Yes,Yes,Yes,Two year,No,Bank transfer,49.89,598.68,No
CUST02775,Female,0,Yes,No,57,Yes,No,No,No,No,No internet service,No,No internet service,No internet service,One year,Yes,Credit card,112.04,6386.28,Yes
CUST02776,Male,0,No,No,45,Yes,No phone service,DSL,Yes,No,No,Yes,No,Yes,Two year,No,Mailed check,95.52,4298.4,No
CUST02777,Male,0,No,No,11,Yes,Yes,Fiber optic,Yes,No internet service,No,No,No,Yes,Month-to-month,No,Credit card,93.31,1026.41,Yes
CUST02778,Male,1,No,Yes,13,Yes,No phone service,DSL,Yes,No internet service,No,No internet service,No internet service,Yes,One year,No,Electronic check,65.51,851.63,No
CUST02779,Male,0,Yes,Yes,31,Yes,No phone service,DSL,Yes,No internet service,No internet service,No,No internet service,No,One year,Yes,Mailed check,90.24,2797.44,No
CUST02780,Male,1,Yes,Yes,26,No,No phone service,Fiber optic,Yes,No internet service,No,No internet service,No internet service,Yes,Two year,No,Bank transfer,76.57,1990.82,No
CUST02781,Female,0,No,Yes,63,Yes,No phone service,Fiber optic,No internet service,No internet service,No internet service,No internet service,Yes,No,Two year,No,Mailed check,27.15,1710.45,No
CUST02782,Male,0,Yes,No,31,No,No,No,No internet service,Yes,No,No internet service,No internet service,Yes,Two year,Yes,Credit card,77.65,2407.15,No
CUST02783,Female,0,Yes,Yes,22,Yes,No phone service,Fiber optic,Yes,No,Yes,No,No internet service,No,Month-to-month,No,Electronic check,65.22,1434.84,No
CUST02784,Female,0,No,Yes,6,No,Yes,No,No internet service,Yes,Yes,No,No,No internet service,Two year,No,Electronic check,31.4,188.4,No
CUST02785,Female,0,Yes,No,20,No,No,DSL,No,No internet service,No,No,Yes,No internet service,One year,Yes,Bank transfer,54.43,1088.6,No
CUST02786,Female,1,Yes,No,10,Yes,No phone service,No,No,No,No internet service,Yes,No internet service,Yes,Month-to-month,No,Bank transfer,109.48,1094.8,Yes
CUST02787,Male,0,Yes,No,35,No,No phone service,Fiber optic,Yes,No internet service,No,No,No internet service,No,Month-to-month,No,Credit card,100.37,3512.95,Yes
CUST02788,Female,1,Yes,Yes,26,Yes,Yes,No,No internet service,Yes,Yes,No internet service,Yes,No internet service,Month-to-month,No,Mailed check,111.39,2896.14,Yes
CUST02789,Female,0,Yes,No,71,No,Yes,DSL,Yes,No internet service,No,No,No,No,One year,No,Electronic check,91.71,6511.41,Yes
CUST02790,Female,0,No,Yes,37,Yes,No phone service,Fiber optic,No internet service,No,No internet service,No internet service,Yes,No,Two year,No,Electronic check,83.26,3080.62,No
CUST02791,Male,0,Yes,Yes,8,Yes,No phone service,Fiber optic,Yes,No internet service,No internet service,No,No,No internet service,Month-to-month,Yes,Credit card,33.92,271.36,Yes
CUST02792,Male,1,Yes,No,5,Yes,No phone service,No,Yes,No internet service,No internet service,No,No internet service,No,Month-to-month,No,Mailed check,30.72,153.6,Yes
CUST02793,Male,0,No,No,44,Yes,No phone service,No,Yes,No,No internet service,No internet service,No internet service,No,One year,Yes,Mailed check,44.68,1965.92,Yes
CUST02794,Female,1,No,No,67,No,No phone service,No,No,Yes,Yes,No,Yes,No,One year,No,Bank transfer,51.42,3445.14,Yes
CUST02795,Female,1,Yes,Yes,72,Yes,Yes,DSL,No internet service,Yes,No internet service,Yes,No internet service,No internet service,Two year,Yes,Bank transfer,80.7,5810.4,No
CUST02796,Male,0,No,Yes,49,Yes,Yes,DSL,No internet service,No,No internet service,Yes,Yes,No,Two year,No,Mailed check,107.73,5278.77,No
CUST02797,Female,0,Yes,Yes,36,Yes,No,Fiber optic,No,No,Yes,No internet service,Yes,No internet service,Two year,Yes,Credit card,109.07,3926.52,No
CUST02798,Male,0,No,No,26,No,No,Fiber optic,No,Yes,No internet service,No internet service,Yes,No,One year,Yes,Mailed check,88.24,2294.24,Yes
CUST02799,Male,0,Yes,Yes,45,Yes,Yes,DSL,No internet service,No,Yes,No internet service,No internet service,No,Month-to-month,No,Mailed check,77.39,3482.55,No
CUST02800,Female,0,No,Yes,61,No,No,No,No internet service,Yes,No internet service,Yes,No,No internet service,Month-to-month,Yes,Electronic check,44.44,2710.84,Yes
CUST02801,Female,0,Yes,Yes,44,No,No phone service,No,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card,113.79,5006.76,No
CUST02802,Female,0,No,Yes,4,Yes,No,DSL,Yes,Yes,No internet service,No internet service,No,No,Two year,Yes,Credit card,87.11,348.44,No
CUST02803,Female,0,Yes,No,58,No,No phone service,No,No internet service,No,No internet service,Yes,No,No,Month-to-month,Yes,Credit card,73.35,4254.3,Yes
CUST02804,Male,0,Yes,Yes,26,Yes,No phone service,DSL,No internet service,No internet service,No,No internet service,No,Yes,Month-to-month,Yes,Credit card,30.4,790.4,Yes
CUST02805,Male,0,Yes,No,29,No,No,No,Yes,No,No,No,No internet service,No,One year,No,Bank transfer,102.59,2975.11,Yes
CUST02806,Male,0,No,No,9,Yes,No,No,No,Yes,No internet service,No,No,No internet service,Two year,Yes,Bank transfer,54.9,494.1,No
CUST02807,Male,0,No,Yes,36,Yes,No phone service,Fiber optic,No internet service,No internet service,No internet service,No,No internet service,No,Month-to-month,No,Electronic check,110.06,3962.16,Yes
CUST02808,Male,0,Yes,Yes,4,Yes,Yes,No,No internet service,Yes,No internet service,No,No internet service,Yes,Two year,No,Bank transfer,36.84,147.36,No
CUST02809,Female,1,Yes,No,59,No,No,No,No,No internet service,No,Yes,Yes,No,One year,Yes,Credit card,24.86,1466.74,No
CUST02810,Male,0,Yes,Yes,37,No,No,DSL,No,No,No internet service,No,No internet service,Yes,One year,Yes,Mailed check,63.47,2348.39,No
CUST02811,Male,0,Yes,No,13,No,Yes,DSL,No,Yes,Yes,No,No internet service,No internet service,Two year,Yes,Electronic check,27.83,361.79,No
CUST02812,Male,0,No,Yes,20,No,No,DSL,No internet service,No internet service,No,Yes,No internet service,No internet service,Month-to-month,Yes,Mailed check,26.18,523.6,No
CUST02813,Female,0,No,Yes,17,Yes,No phone service,DSL,No internet service,No internet service,No,Yes,No internet service,No,Month-to-month,No,Bank transfer,91.37,1553.29,Yes
CUST02814,Female,0,No,No,51,Yes,Yes,No,No internet service,No internet service,No,Yes,No,Yes,Month-to-month,No,Credit card,45.74,2332.74,No
CUST02815,Female,1,Yes,Yes,55,No,Yes,DSL,Yes,Yes,No internet service,No,No,No internet service,Two year,No,Electronic check,83.89,4613.95,No
CUST02816,Female,0,Yes,No,33,No,No phone service,Fiber optic,No,No,Yes,No internet service,No internet service,No,Two year,Yes,Bank transfer,77.08,2543.64,No
CUST02817,Male,0,No,No,21,No,No phone service,DSL,No,No,No,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,34.08,715.68,No
CUST02818,Male,0,No,Yes,22,No,No phone service,No,Yes,No internet service,Yes,No,Yes,No,One year,No,Mailed check,58.58,1288.76,Yes
CUST02819,Female,0,No,No,25,Yes,Yes,Fiber optic,Yes,No,Yes,No internet service,No,Yes,One year,Yes,Credit card,26.61,665.25,No
CUST02820,Female,0,No,Yes,67,Yes,No phone service,No,Yes,Yes,Yes,No internet service,No internet service,No,Month-to-month,No,Bank transfer,62.17,4165.39,No
CUST02821,Male,0,Yes,Yes,12,Yes,No,Fiber optic,Yes,No,No internet service,Yes,Yes,No internet service,Two year,Yes,Electronic check,38.24,458.88,No
CUST02822,Male,0,Yes,Yes,15,No,No,Fiber optic,No,No,No internet service,No,Yes,No,Month-to-month,No,Electronic check,29.63,444.45,No
CUST02823,Female,0,Yes,No,2,No,No phone service,Fiber optic,Yes,Yes,No internet service,No,No internet service,No internet service,One year,Yes,Electronic check,51.7,103.4,No
CUST02824,Female,0,No,Yes,4,No,No,No,Yes,Yes,No,No internet service,Yes,Yes,One year,Yes,Mailed check,20.34,81.36,No
CUST02825,Female,0,Yes,Yes,45,No,No,Fiber optic,No,No,No,No,Yes,No internet service,One year,No,Bank transfer,95.78,4310.1,No
CUST02826,Female,1,No,No,13,Yes,Yes,No,No,No,Yes,Yes,Yes,No internet service,Month-to-month,Yes,Electronic check,35.82,465.66,Yes
CUST02827,Male,0,No,No,55,Yes,No phone service,Fiber optic,No,No,No,No internet service,No,Yes,Month-to-month,Yes,Electronic check,82.58,4541.9,No
CUST02828,Male,0,No,No,32,No,No,DSL,No,No internet service,No internet service,Yes,Yes,Yes,One year,Yes,Electronic check,103.26,3304.32,No
CUST02829,Male,0,No,No,22,Yes,No phone service,DSL,No internet service,Yes,No internet service,No internet service,Yes,No,One year,No,Electronic check,111.72,2457.84,No
CUST02830,Female,0,No,Yes,55,Yes,No phone service,Fiber optic,No internet service,No internet service,No internet service,No,No internet service,Yes,One year,No,Electronic check,75.76,4166.8,Yes
CUST02831,Female,0,Yes,Yes,17,Yes,No,Fiber optic,No internet service,No internet service,No internet service,Yes,No internet service,No internet service,One year,Yes,Bank transfer,98.83,1680.11,No
CUST02832,Male,0,Yes,Yes,70,Yes,No,DSL,No internet service,No internet service,Yes,Yes,No,No,Two year,Yes,Mailed check,65.48,4583.6,No
CUST02833,Male,0,Yes,Yes,51,No,Yes,DSL,No,No internet service,No,Yes,No internet service,Yes,Month-to-month,Yes,Credit card,69.02,3520.02,No
CUST02834,Male,0,No,No,8,Yes,Yes,No,No internet service,No,No internet service,No internet service,No,No internet service,Two year,Yes,Bank transfer,74.68,597.44,Yes
CUST02835,Male,0,Yes,No,61,Yes,Yes,DSL,Yes,Yes,Yes,No internet service,Yes,Yes,One year,Yes,Mailed check,87.01,5307.61,No
CUST02836,Female,0,No,Yes,10,Yes,No,No,Yes,No,No,Yes,Yes,No internet service,One year,Yes,Mailed check,86.99,869.9,No
CUST02837,Male,0,Yes,No,19,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer,98.54,1872.26,No
CUST02838,Male,0,No,No,14,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No,Two year,No,Mailed check,81.69,1143.66,No
CUST02839,Male,0,No,No,67,Yes,Yes,Fiber optic,No internet service,Yes,No internet service,No,No,No,Two year,Yes,Mailed check,108.26,7253.42,No
CUST02840,Male,0,Yes,No,55,Yes,Yes,No,Yes,Yes,No internet service,No,No internet service,No,One year,Yes,Mailed check,90.92,5000.6,No
CUST02841,Male,0,No,No,61,No,Yes,No,No internet service,Yes,No,Yes,No internet service,No internet service,Month-to-month,No,Mailed check,112.9,6886.9,No
CUST02842,Male,0,Yes,Yes,56,No,No phone service,No,No,Yes,No internet service,No,No,No,Month-to-month,No,Electronic check,95.04,5322.24,No
CUST02843,Male,1,Yes,Yes,63,No,No phone service,Fiber optic,No internet service,No,No,No internet service,No,No,Two year,No,Bank transfer,93.87,5913.81,Yes
CUST02844,Female,0,Yes,No,11,No,No,Fiber optic,Yes,No internet service,Yes,No,No,No,Two year,No,Bank transfer,106.04,1166.44,No
CUST02845,Female,0,No,No,47,No,Yes,No,Yes,No,No,No internet service,Yes,No internet service,Two year,No,Credit card,85.58,4022.26,Yes
CUST02846,Female,0,No,Yes,6,No,No phone service,Fiber optic,No internet service,No internet service,Yes,Yes,No internet service,No,One year,Yes,Electronic check,37.96,227.76,No
CUST02847,Female,1,No,Yes,34,Yes,No phone service,No,No internet service,No,No,No,No internet service,No,Two year,Yes,Electronic check,28.3,962.2,No
CUST02848,Male,0,No,No,65,Yes,No phone service,Fiber optic,Yes,No,No internet service,No,Yes,Yes,One year,Yes,Electronic check,51.58,3352.7,No
CUST02849,Female,0,Yes,No,64,No,No,No,Yes,No,No internet service,No internet service,No,No internet service,Month-to-month,No,Credit card,101.44,6492.16,Yes
CUST02850,Female,0,No,No,66,Yes,No,DSL,No internet service,Yes,Yes,No internet service,No internet service,No,One year,No,Bank transfer,22.17,1463.22,No
CUST02851,Male,0,Yes,Yes,31,Yes,No,DSL,No internet service,Yes,No,Yes,Yes,No,Two year,No,Electronic check,35.0,1085.0,Yes
CUST02852,Male,0,Yes,No,62,Yes,Yes,No,Yes,Yes,No,Yes,No internet service,No,One year,Yes,Bank transfer,30.61,1897.82,Yes
CUST02853,Female,0,No,No,54,Yes,No phone service,Fiber optic,Yes,Yes,Yes,No internet service,No internet service,Yes,One year,No,Credit card,23.72,1280.88,Yes
CUST02854,Female,1,No,No,8,Yes,No,No,Yes,No,No,No internet service,No internet service,Yes,One year,Yes,Electronic check,101.03,808.24,No
CUST02855,Male,1,Yes,No,42,No,No,DSL,Yes,No,No,Yes,No,Yes,One year,Yes,Bank transfer,47.96,2014.32,No
CUST02856,Female,0,No,No,41,Yes,No phone service,DSL,Yes,No internet service,Yes,No internet service,No,No,One year,Yes,Mailed check,92.89,3808.49,No
CUST02857,Male,0,Yes,No,59,Yes,No phone service,No,Yes,Yes,Yes,No,No internet service,No internet service,One year,Yes,Electronic check,34.19,2017.21,No
CUST02858,Male,1,No,No,40,No,Yes,DSL,Yes,Yes,Yes,Yes,No,No internet service,Month-to-month,No,Mailed check,60.89,2435.6,No
CUST02859,Male,0,No,No,22,Yes,Yes,No,No internet service,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,31.65,696.3,No
CUST02860,Male,0,Yes,Yes,24,Yes,Yes,DSL,No,Yes,Yes,No internet service,Yes,No,Month-to-month,No,Bank transfer,20.25,486.0,No
CUST02861,Female,0,Yes,Yes,38,Yes,No,Fiber optic,No,Yes,Yes,Yes,No internet service,No internet service,Two year,Yes,Mailed check,81.32,3090.16,No
CUST02862,Male,0,Yes,Yes,2,Yes,No,Fiber optic,No internet service,Yes,Yes,Yes,Yes,No,Month-to-month,No,Mailed check,68.1,136.2,Yes
CUST02863,Male,0,No,No,41,Yes,No phone service,Fiber optic,No,No,Yes,Yes,No,Yes,Two year,Yes,Mailed check,61.66,2528.06,Yes
CUST02864,Female,0,No,Yes,19,Yes,Yes,No,No internet service,Yes,No internet service,No internet service,No,Yes,Month-to-month,Yes,Electronic check,27.87,529.53,No
CUST02865,Male,0,No,Yes,2,No,No phone service,No,No internet service,Yes,No internet service,Yes,Yes,No,One year,Yes,Electronic check,78.82,157.64,Yes
CUST02866,Female,0,Yes,Yes,62,Yes,Yes,Fiber optic,No internet service,No,No internet service,Yes,No internet service,No internet service,One year,Yes,Credit card,98.0,6076.0,No
CUST02867,Female,0,Yes,Yes,16,No,Yes,Fiber optic,No internet service,No internet service,Yes,Yes,Yes,No internet service,Month-to-month,Yes,Electronic check,26.72,427.52,No
CUST02868,Female,0,No,Yes,22,No,Yes,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,61.35,1349.7,Yes
CUST02869,Male,1,Yes,No,14,Yes,Yes,DSL,No internet service,Yes,No internet service,No internet service,No internet service,No,Two year,Yes,Credit card,51.16,716.24,Yes
CUST02870,Female,0,No,Yes,56,Yes,No phone service,Fiber optic,Yes,No,Yes,Yes,No,Yes,Two year,Yes,Bank transfer,109.19,6114.64,No
CUST02871,Female,0,Yes,No,65,Yes,No phone service,DSL,No internet service,Yes,No internet service,Yes,No internet service,No internet service,Two year,No,Mailed check,46.27,3007.55,No
CUST02872,Male,1,No,No,45,No,No,Fiber optic,No,No,No internet service,No internet service,No internet service,No,One year,No,Mailed check,114.43,5149.35,No
CUST02873,Female,1,No,Yes,54,No,Yes,No,No,No internet service,Yes,Yes,No internet service,No,Month-to-month,Yes,Bank transfer,102.84,5553.36,Yes
CUST02874,Female,0,No,No,66,No,No phone service,Fiber optic,No,Yes,Yes,No,No,Yes,Two year,Yes,Bank transfer,30.02,1981.32,Yes
CUST02875,Female,0,Yes,Yes,46,Yes,Yes,DSL,No,No,No internet service,Yes,No internet service,No,Month-to-month,No,Credit card,68.06,3130.76,No
CUST02876,Female,0,Yes,No,33,No,Yes,Fiber optic,Yes,No,Yes,Yes,No internet service,No,Month-to-month,Yes,Mailed check,84.9,2801.7,No
CUST02877,Female,1,No,No,50,Yes,No,DSL,No internet service,No,No internet service,No,Yes,No,Month-to-month,Yes,Mailed check,79.31,3965.5,Yes
CUST02878,Male,1,No,Yes,22,Yes,No,Fiber optic,Yes,Yes,No internet service,No internet service,Yes,No,One year,No,Bank transfer,87.92,1934.24,Yes
CUST02879,Female,1,No,No,40,No,No phone service,DSL,No internet service,No,No internet service,Yes,No,Yes,One year,No,Mailed check,62.63,2505.2,No
CUST02880,Female,0,No,No,39,No,No phone service,DSL,No internet service,Yes,No internet service,No,No internet service,No,Two year,Yes,Mailed check,110.47,4308.33,No
CUST02881,Male,0,No,No,41,Yes,No,Fiber optic,Yes,Yes,No,No internet service,Yes,No internet service,Month-to-month,Yes,Credit card,47.04,1928.64,No
CUST02882,Male,0,No,No,68,No,No phone service,Fiber optic,Yes,No internet service,No,No internet service,No,Yes,Two year,No,Bank transfer,29.41,1999.88,No
CUST02883,Male,0,Yes,No,7,No,No phone service,No,No,No internet service,Yes,No,No internet service,No,Month-to-month,Yes,Electronic check,117.8,824.6,Yes
CUST02884,Female,0,Yes,No,71,Yes,No,No,No internet service,No,No,No internet service,No,Yes,Month-to-month,No,Mailed check,85.2,6049.2,No
CUST02885,Male,0,Yes,No,4,No,Yes,No,No internet service,Yes,No,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card,85.92,343.68,Yes
CUST02886,Female,0,Yes,No,59,No,Yes,DSL,No internet service,No,Yes,No,Yes,No,One year,Yes,Mailed check,101.75,6003.25,Yes
CUST02887,Female,0,No,Yes,26,Yes,No,DSL,No internet service,Yes,No internet service,No internet service,No internet service,No,One year,No,Credit card,62.14,1615.64,Yes
CUST02888,Male,0,No,No,31,Yes,Yes,No,No internet service,Yes,No,No,Yes,Yes,Month-to-month,No,Credit card,58.62,1817.22,Yes
CUST02889,Male,0,No,Yes,69,No,Yes,No,No internet service,No,No,No internet service,No internet service,Yes,Two year,Yes,Electronic check,114.91,7928.79,No
CUST02890,Female,0,Yes,Yes,52,No,No,Fiber optic,No,Yes,No,No,No internet service,Yes,Two year,Yes,Credit card,58.68,3051.36,No
CUST02891,Male,0,Yes,No,72,No,No phone service,No,No internet service,No,No,No internet service,Yes,Yes,One year,No,Bank transfer,27.85,2005.2,Yes
CUST02892,Female,0,No,No,21,Yes,No,DSL,No,Yes,No internet service,No,Yes,Yes,Month-to-month,No,Credit card,50.78,1066.38,No
CUST02893,Male,0,Yes,Yes,16,No,No,Fiber optic,No internet service,No,Yes,Yes,Yes,No,One year,Yes,Electronic check,107.35,1717.6,No
CUST02894,Male,1,Yes,Yes,51,Yes,Yes,No,No internet service,No,No,No internet service,No,Yes,Two year,Yes,Mailed check,29.5,1504.5,No
CUST02895,Male,0,No,Yes,16,Yes,No,No,Yes,No internet service,No,No,Yes,Yes,Two year,Yes,Credit card,91.67,1466.72,No
CUST02896,Female,0,No,No,18,Yes,Yes,No,No internet service,No internet service,No,No internet service,No internet service,Yes,One year,Yes,Electronic check,46.64,839.52,Yes
CUST02897,Male,0,No,No,47,Yes,No,Fiber optic,Yes,Yes,No,No internet service,No,No internet service,Month-to-month,Yes,Bank transfer,94.58,4445.26,No
CUST02898,Female,0,Yes,No,56,No,No phone service,Fiber optic,Yes,No,Yes,Yes,No,No,One year,Yes,Mailed check,71.46,4001.76,No
CUST02899,Female,1,No,Yes,28,No,Yes,Fiber optic,Yes,No,No internet service,No internet service,No,Yes,One year,Yes,Electronic check,83.66,2342.48,Yes
CUST02900,Female,0,No,No,56,No,No,No,No,No,Yes,No internet service,No,No,One year,Yes,Mailed check,44.32,2481.92,Yes
CUST02901,Female,1,No,No,37,No,Yes,Fiber optic,Yes,No,No,Yes,Yes,No,Month-to-month,No,Bank transfer,36.81,1361.97,No
CUST02902,Male,0,Yes,No,16,No,No,Fiber optic,Yes,No,No,No,No internet service,Yes,Month-to-month,No,Credit card,26.33,421.28,No
CUST02903,Female,1,Yes,No,65,Yes,No,Fiber optic,Yes,Yes,Yes,No,No internet service,No internet service,Two year,Yes,Credit card,102.56,6666.4,Yes
CUST02904,Female,0,No,Yes,60,Yes,No,Fiber optic,No internet service,No internet service,No internet service,No,No,No internet service,Month-to-month,Yes,Electronic check,91.05,5463.0,No
CUST02905,Male,1,No,No,61,No,Yes,DSL,No,No,No internet service,No,No,No,Month-to-month,No,Bank transfer,49.34,3009.74,No
CUST02906,Female,0,Yes,No,11,No,Yes,No,No,No,No internet service,No,Yes,Yes,Month-to-month,Yes,Credit card,103.69,1140.59,Yes
CUST02907,Male,0,Yes,Yes,66,No,No phone service,Fiber optic,No,No,No internet service,No,No internet service,No,One year,No,Mailed check,103.37,6822.42,Yes
CUST02908,Female,0,No,No,32,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,No,Two year,Yes,Mailed check,33.78,1080.96,No
CUST02909,Male,1,Yes,Yes,19,Yes,No phone service,DSL,No internet service,No internet service,Yes,No,No,Yes,Two year,No,Bank transfer,91.37,1736.03,No
CUST02910,Female,0,No,Yes,56,No,No phone service,No,Yes,No internet service,No internet service,Yes,No,No internet service,One year,No,Mailed check,49.23,2756.88,No
CUST02911,Male,0,No,No,5,Yes,No,No,No internet service,No,Yes,No internet service,No,No,Two year,No,Bank transfer,66.72,333.6,Yes
CUST02912,Female,1,Yes,Yes,3,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No internet service,No,One year,Yes,Bank transfer,63.01,189.03,No
CUST02913,Female,0,No,No,28,No,No,No,No internet service,No internet service,No,Yes,No internet service,No,One year,Yes,Credit card,80.02,2240.56,No
CUST02914,Male,0,No,Yes,72,Yes,Yes,No,No internet service,No internet service,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer,54.71,3939.12,Yes
CUST02915,Male,0,Yes,Yes,29,No,Yes,No,No,Yes,Yes,Yes,No internet service,No,Month-to-month,Yes,Credit card,27.33,792.57,No
